fips,variable,value,source_dataset
13099,pct_clay,20.0454373652998,SoilGrids
13101,pct_clay,12.3479020322603,SoilGrids
13103,pct_clay,20.1810022150129,SoilGrids
13105,pct_clay,27.6872530626237,SoilGrids
13107,pct_clay,19.3240366680817,SoilGrids
13109,pct_clay,18.849597994718,SoilGrids
13111,pct_clay,21.5731352401405,SoilGrids
13113,pct_clay,25.5079598899538,SoilGrids
13115,pct_clay,25.7221042915105,SoilGrids
13117,pct_clay,26.7934885510223,SoilGrids
13119,pct_clay,28.6084273415162,SoilGrids
13121,pct_clay,24.9546180033703,SoilGrids
13123,pct_clay,23.309861550408,SoilGrids
13125,pct_clay,20.3814777607987,SoilGrids
13127,pct_clay,15.1600118271405,SoilGrids
13129,pct_clay,27.3693645965459,SoilGrids
13131,pct_clay,16.7829046831538,SoilGrids
13133,pct_clay,25.7764688601575,SoilGrids
13135,pct_clay,24.8461900501366,SoilGrids
13137,pct_clay,26.4038678678468,SoilGrids
13139,pct_clay,26.9391812122632,SoilGrids
13141,pct_clay,23.3148193411975,SoilGrids
13143,pct_clay,23.2522163420512,SoilGrids
13145,pct_clay,24.0435981781137,SoilGrids
13147,pct_clay,28.3145058248147,SoilGrids
13149,pct_clay,24.4253640586831,SoilGrids
13151,pct_clay,25.9617309189273,SoilGrids
13153,pct_clay,22.3894702486937,SoilGrids
13155,pct_clay,16.0675171206697,SoilGrids
13157,pct_clay,27.9620232769782,SoilGrids
13159,pct_clay,25.9794538467062,SoilGrids
13161,pct_clay,16.3235823797476,SoilGrids
13163,pct_clay,21.7385264302099,SoilGrids
13165,pct_clay,21.5836317988195,SoilGrids
13167,pct_clay,20.0499629177916,SoilGrids
13169,pct_clay,23.6904410676853,SoilGrids
13171,pct_clay,25.6142616608146,SoilGrids
13173,pct_clay,15.3192319157448,SoilGrids
13175,pct_clay,19.7021896994945,SoilGrids
13177,pct_clay,21.3001036909023,SoilGrids
13179,pct_clay,16.3597701617577,SoilGrids
13181,pct_clay,25.5226737163543,SoilGrids
13183,pct_clay,16.3459772030676,SoilGrids
13185,pct_clay,15.0713340105893,SoilGrids
13187,pct_clay,24.9294083288401,SoilGrids
13189,pct_clay,22.2249938839129,SoilGrids
13191,pct_clay,18.3881378353166,SoilGrids
13193,pct_clay,22.4133004148918,SoilGrids
13195,pct_clay,27.9835437559755,SoilGrids
13197,pct_clay,21.9130375992853,SoilGrids
13199,pct_clay,24.8232396320048,SoilGrids
13201,pct_clay,17.5754672689973,SoilGrids
13205,pct_clay,16.9316138113182,SoilGrids
13207,pct_clay,25.5559841305791,SoilGrids
13209,pct_clay,20.2367119632415,SoilGrids
13211,pct_clay,26.1266363916019,SoilGrids
13213,pct_clay,26.8561872449843,SoilGrids
13215,pct_clay,24.2986950780706,SoilGrids
13217,pct_clay,25.9515553097909,SoilGrids
13219,pct_clay,26.0344278254249,SoilGrids
13221,pct_clay,25.7037788437171,SoilGrids
13223,pct_clay,24.3025355724216,SoilGrids
13225,pct_clay,22.2865075409276,SoilGrids
13227,pct_clay,24.6538184611489,SoilGrids
13229,pct_clay,14.8319800807699,SoilGrids
13231,pct_clay,25.691520818404,SoilGrids
13233,pct_clay,26.1792562366484,SoilGrids
13235,pct_clay,22.178551707775,SoilGrids
13237,pct_clay,25.5382989243842,SoilGrids
13239,pct_clay,24.1105554105932,SoilGrids
13241,pct_clay,21.6614096477749,SoilGrids
13243,pct_clay,21.301108572981,SoilGrids
13245,pct_clay,22.0524262931869,SoilGrids
13247,pct_clay,24.6740828595831,SoilGrids
13249,pct_clay,21.6197333898603,SoilGrids
13251,pct_clay,20.8417976759648,SoilGrids
13253,pct_clay,17.3796207967034,SoilGrids
13255,pct_clay,26.2142801859518,SoilGrids
13257,pct_clay,27.1590101058643,SoilGrids
13259,pct_clay,22.5476088096226,SoilGrids
13261,pct_clay,21.3671097115227,SoilGrids
13263,pct_clay,23.5455099287145,SoilGrids
13265,pct_clay,25.6518440408554,SoilGrids
13267,pct_clay,18.5063168969835,SoilGrids
13269,pct_clay,22.4031447404224,SoilGrids
13271,pct_clay,20.0633887502525,SoilGrids
13273,pct_clay,20.7156112506379,SoilGrids
13275,pct_clay,15.3897035450302,SoilGrids
13277,pct_clay,14.6259104637364,SoilGrids
13279,pct_clay,20.1170927275108,SoilGrids
13281,pct_clay,22.5075622208107,SoilGrids
13283,pct_clay,19.4616827859792,SoilGrids
13285,pct_clay,24.6519282430785,SoilGrids
13287,pct_clay,19.0101689213756,SoilGrids
13289,pct_clay,23.0876440375572,SoilGrids
13291,pct_clay,22.3152305296301,SoilGrids
13293,pct_clay,24.4041099710825,SoilGrids
13295,pct_clay,26.030067566848,SoilGrids
13297,pct_clay,25.3594115352199,SoilGrids
13299,pct_clay,13.4902295799168,SoilGrids
13301,pct_clay,23.0422466310519,SoilGrids
13303,pct_clay,20.7232855628824,SoilGrids
13305,pct_clay,15.1573822679835,SoilGrids
13307,pct_clay,21.5116449707705,SoilGrids
13309,pct_clay,19.6844859088568,SoilGrids
13311,pct_clay,25.9146324991234,SoilGrids
13313,pct_clay,26.4122772204573,SoilGrids
13315,pct_clay,20.5526953571056,SoilGrids
13317,pct_clay,25.9520163493203,SoilGrids
13319,pct_clay,23.2532763653804,SoilGrids
13321,pct_clay,17.9658326270625,SoilGrids
16001,pct_clay,15.7224427498741,SoilGrids
16003,pct_clay,23.0020544098348,SoilGrids
16005,pct_clay,21.4745089208931,SoilGrids
16007,pct_clay,24.0319697532541,SoilGrids
16009,pct_clay,20.4211872880721,SoilGrids
16011,pct_clay,19.6450685688117,SoilGrids
16013,pct_clay,21.1845598040431,SoilGrids
16015,pct_clay,18.7579212762726,SoilGrids
16017,pct_clay,9.25731771318398,SoilGrids
16019,pct_clay,20.1046871765169,SoilGrids
16021,pct_clay,14.8440194603796,SoilGrids
16023,pct_clay,19.4258656429269,SoilGrids
16025,pct_clay,22.534979357145,SoilGrids
16027,pct_clay,15.2288992924167,SoilGrids
16029,pct_clay,22.5330461645641,SoilGrids
16031,pct_clay,17.4154451388387,SoilGrids
16033,pct_clay,20.5162854028885,SoilGrids
16035,pct_clay,21.8241230495861,SoilGrids
16037,pct_clay,20.1684689189969,SoilGrids
16039,pct_clay,16.5551109348032,SoilGrids
16041,pct_clay,23.961319896691,SoilGrids
16043,pct_clay,19.6786421338415,SoilGrids
16045,pct_clay,18.0598713445485,SoilGrids
16047,pct_clay,15.2426664814521,SoilGrids
16049,pct_clay,24.8632249801126,SoilGrids
16051,pct_clay,21.1994891270994,SoilGrids
16053,pct_clay,16.4866662979378,SoilGrids
16055,pct_clay,17.4831246382263,SoilGrids
16057,pct_clay,21.126146793621,SoilGrids
16059,pct_clay,19.8240099658894,SoilGrids
16061,pct_clay,26.1468090798476,SoilGrids
16063,pct_clay,20.0672774156414,SoilGrids
16065,pct_clay,19.1125927825508,SoilGrids
16067,pct_clay,19.6300832312903,SoilGrids
16069,pct_clay,22.5160152494484,SoilGrids
16071,pct_clay,22.6932475591107,SoilGrids
16073,pct_clay,15.4449629370223,SoilGrids
16075,pct_clay,15.9214540275478,SoilGrids
16077,pct_clay,19.168542852733,SoilGrids
16079,pct_clay,9.65419745884899,SoilGrids
16081,pct_clay,19.8301312398707,SoilGrids
16083,pct_clay,15.9337829333776,SoilGrids
16085,pct_clay,15.9344871401785,SoilGrids
16087,pct_clay,22.309017678027,SoilGrids
17001,pct_clay,26.7075575203332,SoilGrids
17003,pct_clay,24.3699199202485,SoilGrids
17005,pct_clay,23.0085046372895,SoilGrids
17007,pct_clay,22.0531828996305,SoilGrids
17009,pct_clay,24.6216674958587,SoilGrids
17011,pct_clay,23.0529762501093,SoilGrids
17013,pct_clay,23.5050835275433,SoilGrids
17015,pct_clay,22.859195403643,SoilGrids
17017,pct_clay,22.5386771826099,SoilGrids
17019,pct_clay,27.039360537509,SoilGrids
17021,pct_clay,24.9810067955555,SoilGrids
17023,pct_clay,21.830841181455,SoilGrids
17025,pct_clay,22.9723438486947,SoilGrids
17027,pct_clay,23.4378391962841,SoilGrids
17029,pct_clay,24.2528951128752,SoilGrids
17031,pct_clay,25.7873143621144,SoilGrids
17033,pct_clay,21.8018458384101,SoilGrids
17035,pct_clay,22.7155138456187,SoilGrids
17037,pct_clay,22.0042700268346,SoilGrids
17039,pct_clay,25.6677787334259,SoilGrids
17041,pct_clay,25.6588852931983,SoilGrids
17043,pct_clay,26.7647728675282,SoilGrids
17045,pct_clay,22.7306316181643,SoilGrids
